Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,Month,Has_Dividend,Has_Split,fund_total_revenue,fund_net_income,fund_total_debt,fund_stockholders_equity
2024-04-11,197.88004320133268,199.5764292808584,197.64122344249435,198.68271636741127,52498845,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-12,197.6256061213623,199.4747827723794,197.2358268978651,198.31299164032075,69723456,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-15,195.6943360662234,198.427916457903,195.0025084182425,196.95113255151287,58925956,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-16,197.77843303636766,200.08319657192206,197.43183941752534,199.39621522886094,55106913,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-17,197.64213849785872,199.90757253736305,197.35356966296604,199.08715626472332,53824308,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-18,196.45380397075422,198.34795844951483,195.14940933004772,198.23050062039712,55639666,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-19,196.793414030759,198.74067349825518,196.24485794572277,197.52623351942066,85149858,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-22,196.9889202526246,199.41917398439173,196.38385809149906,198.59085189052735,72803902,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-23,198.53217778295215,199.9928860217603,198.35479920965042,199.32174001925551,74823053,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-24,199.24106711547077,200.37890599077264,198.6407496425679,200.14720524244748,78353365,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-25,199.44399020254127,202.3543662388088,198.97326015429107,201.00884724846324,99284799,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-26,203.32183527285616,205.94515258626097,202.36715617857766,205.29214245020418,108945153,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-29,203.06199700846935,205.53492665492786,202.67445059172798,204.47931241743495,82114845,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-04-30,202.87307648680493,203.7639507782073,201.52936485251695,203.45482695929186,91380193,0.0,0.0,2024,4,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-01,200.40281804790482,203.27345098415358,199.00128477861745,201.82728150279613,99084679,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-02,202.49571452057685,203.40905881449768,202.25595104052934,203.0592403479471,95232156,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-03,203.49096636633865,205.69654372344817,203.24060222753465,205.3171849333889,50741024,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-06,203.52492259042822,206.39186602285994,203.26346557707282,205.08929001807914,118638973,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-07,202.64928529452033,204.78659290595277,201.6818883356859,203.40897706415407,53184864,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-08,201.1224331240353,202.1570210033042,200.85167657414183,201.7600146327716,72947475,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-09,202.28590036510053,203.81892145186578,200.99256511999815,203.061200208421,92208196,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-10,202.57766778149661,205.67460141721585,201.42168766058356,204.5477085508279,72268352,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-13,204.44617612375055,206.9637291147734,203.19844372221732,205.63401708743828,59450493,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-14,202.62687625034877,204.93367144591312,201.79039151270834,204.3029976728609,113867757,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-15,203.31270780583267,205.59114760058353,201.81735970970587,204.76732031899434,45722382,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-16,203.6420722123378,206.1390949120034,203.48022706821598,205.00069193727577,59670046,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-17,204.72037374873625,206.56165949804773,204.05860279887568,205.43806913073382,119439789,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-20,205.26189000629304,208.3770708686667,204.70837866978036,207.1809266866302,98385219,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-21,206.67610383540747,208.52602513027767,205.24800013720977,207.62811778417955,46958110,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-22,207.61891908661204,209.23240604585004,206.7113137447154,208.98594491032335,100365851,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-23,207.57143913241754,210.4866656565304,206.34277178079492,209.12110304930113,117560798,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-24,208.22549211381315,211.01114340173055,207.88701444269122,209.6993418466811,47823039,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-27,209.05102668381488,212.17925470850383,207.58093888235427,210.96191829835817,73124154,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-28,207.32494817376676,208.28741412667188,206.52685280813992,208.04760665864686,77458512,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-29,206.14573511826183,207.79442053984624,205.35459421148292,207.40826422593224,50481013,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-30,205.36146733123553,207.6085594284974,203.9022287112715,206.46751891734667,56044997,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-05-31,203.97851012663602,205.32215935327469,203.34548482093203,205.18976322085996,53900361,0.0,0.0,2024,5,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-03,203.96065242910998,206.11039320559678,203.304117394733,204.6394787184066,54830021,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-04,206.92821942606625,208.25736389337334,206.00956564213934,207.6293613408754,72282308,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-05,204.98058579081703,207.00473665665606,204.70131213605012,205.8976991094889,77106248,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-06,206.8771989130306,209.17685534255511,206.327679036054,207.83425581867186,59038775,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-07,203.32666145491825,205.1209981188504,202.95616980349507,204.46851627544027,63154376,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-10,202.38226489491376,204.34553169950823,202.1376680241639,203.7987462154687,55378942,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-11,202.6723086695513,205.07648992613625,201.35970622068788,204.1242523456787,103684835,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-12,204.17898066351893,206.21008213164455,203.25391703094047,205.29669700839727,56940332,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-13,205.60597550383991,207.39194613665768,205.00383359570083,206.71915016798297,112608391,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-14,207.4794018483374,209.24832929659763,206.807264720024,208.30584463838284,83108440,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-17,206.22593512127244,209.01792841127906,205.52180851611016,207.60839449388595,104217648,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-18,205.70812954158097,207.43838726783406,204.72172068657838,206.68369090855683,90911554,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-19,207.8455529196551,208.77508172412203,206.4480757715705,208.39964267107115,61282469,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-20,206.8894339550726,208.6451223973441,205.48354248755282,208.0170340213079,88108975,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-21,204.25446236199681,206.11741115026246,203.60637359065387,205.46566137463208,61930751,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-24,202.36069764431878,203.4826391168618,201.7997302008819,203.1990869466251,49484840,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-25,200.0014954749387,201.68820247539824,199.27003037467935,201.36018237462187,62051239,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-26,201.00584601208155,203.41289076548057,200.11073808948166,202.35450386272942,50803047,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-27,201.086352063205,203.214624190763,200.33980698717536,202.63935533487054,41888748,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-06-28,202.54840331970425,205.4571837916042,201.52614854596087,204.02032604300607,115503869,0.0,0.0,2024,6,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-01,201.68717116555146,203.60685619383506,200.8110125328198,203.165820750333,81073765,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-02,202.50857890475038,203.72139443963317,201.95957713937867,203.48290013248644,72163823,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-03,203.0529325874422,205.8889873086215,202.46890945937452,204.73408092042112,114396185,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-04,202.79167126558113,205.44883831366568,202.1616413629975,204.11538784098065,57975157,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-05,203.88181102332564,205.51829701571555,203.6493153477765,205.02893831609546,72229651,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-08,202.26606771255055,204.0880097762658,201.933580027171,203.70508643396215,107733684,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-09,201.93799273915664,203.33905132965154,200.8256334161531,202.97897874083202,90562556,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-10,200.94639408592522,203.04632017474847,200.3016586897943,202.21550295283535,71935624,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-11,198.21876512893394,200.57960695940272,197.81841056734973,199.82382366165726,60466222,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-12,198.96816429314285,201.26098439902478,198.08042291833806,200.79776862322842,42809344,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-15,197.9773781468802,200.02220630660818,196.8196227874174,199.85896394282298,46804202,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-16,198.6285027925037,200.65804005673516,198.16811148522018,199.88395218027836,52955325,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-17,199.56503282597933,202.28851078478004,198.3075269912861,200.84544549809019,102929554,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-18,200.0387022340043,202.7520347312038,198.64019543052922,201.73850785015006,91140027,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-19,202.09760203047932,203.86298724737568,201.16124968977596,203.06927806809563,74677433,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-22,201.1162335555592,203.12727600271828,200.079706832971,202.8723070990768,102632421,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-23,200.78449800521233,202.4791212817579,200.61089161876006,202.02571047498847,52862494,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-24,201.19248896667278,202.37895758258006,199.76876111924213,201.8662740531757,56874751,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-25,197.88351646465023,199.66233015890975,197.2340378366793,198.49160518525963,71418342,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-26,193.83439042385427,196.92477535658392,192.44092986309067,195.59738024041346,113391647,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-29,192.36862914034435,194.31427961069767,191.45806060569402,192.95198101570466,89138576,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-30,190.0365702063012,192.43588341205273,189.93010388792055,190.9574873605017,108079769,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-07-31,190.75584075319625,193.2323491702949,190.60188195414344,191.75703581394856,59852952,0.0,0.0,2024,7,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-01,189.18658603544105,191.3802764891036,188.13399970750316,189.94607770322844,107870460,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-02,188.21891254044667,189.3903035918537,187.33117732108195,189.18975259514966,45798381,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-05,190.17417034063413,192.0811201410207,190.03702492854563,191.78820919072177,58212891,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-06,190.55365698325883,191.60193438566537,189.4128130375475,191.07568124859893,81842032,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-07,190.80995224875207,193.42476994122336,189.5169487768552,192.5507123855331,44042879,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-08,188.89865499015153,190.91924606970102,188.1036705147365,190.68347702551335,108660956,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-09,189.21420954999078,191.5567176507011,188.46214913349064,190.2726019097781,109393883,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-12,187.64213845136598,189.33601645066514,187.53447609899752,188.37255779995692,83317336,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-13,186.29323103623818,188.5538018113789,185.09192143874714,187.6944916481558,64464018,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-14,188.69559908927326,189.7065437757848,188.13259659582872,189.3751079230706,47917113,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-15,184.87308803506852,186.37502474084616,183.54281896737297,185.9204670766859,89513310,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-16,184.85167059242616,187.11375119875277,184.2293857698449,186.7893143637776,83013718,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-19,185.27158885956672,188.55749198935487,184.38047978468373,187.26478556844216,100797350,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-20,184.4183283200167,186.9944046611343,183.93984981653765,186.07648565704858,88202786,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-21,182.2179276833905,184.31355114679914,181.89310404577162,183.18436994827167,50263460,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-22,181.79713138995027,183.84307497177343,180.6122603252164,183.3286289636994,49741183,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-23,180.71153399734578,182.8893972374954,179.91630732696098,182.2696435455718,102467068,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-26,181.65323342553575,183.40179291847838,180.8021503322826,182.73499596828123,52721914,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-27,181.31736730744888,183.94272121976977,179.86578497257446,182.7787002593281,115080916,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-28,185.46616657450642,187.16355222471435,184.0171546973954,185.98225804196994,48475789,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-29,184.68996029912051,185.89308572554353,183.39206132873716,185.50354678702388,98269997,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-08-30,182.16891934732928,184.8747062012135,181.80626633745823,183.45655180178017,118018477,0.0,0.0,2024,8,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-02,183.06947611530535,184.08402054411394,182.13749434328315,183.8151030716928,75297819,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-03,183.5062361378215,185.6096673550294,182.17682974330376,184.2550964396363,44537134,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-04,185.21901515429184,187.2140254940269,184.59476564326332,186.97347159011719,110134251,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-05,186.65999457792094,189.11404981755817,186.41844594561113,188.64369408194634,54984556,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-06,188.0234820582027,190.6425061507405,186.7881339950668,189.35743620024536,82196610,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-09,190.5254373863619,192.635330883969,189.75096841445486,192.28404198268447,118762872,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-10,187.92103337754938,190.58551097787273,187.03088362504653,189.90651587403877,99581674,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-11,187.91461897568612,189.35681582846107,186.43961696084114,188.6270128085393,43705330,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-12,185.6014925058467,187.21722348796072,184.65139650315498,186.77386092572823,105640475,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-13,184.9053822456538,187.08858460128707,184.21041110572128,185.9942413194167,52899350,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-16,182.6207950988348,184.53273753346718,182.00281698384873,183.2408690243041,99948228,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-17,182.8781756587408,185.8355761137307,182.19350864902512,184.5111709179329,89676425,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-18,182.91605698275143,184.64177652776652,182.6502982663013,184.06672552373533,63028390,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-19,179.92112253344442,181.96830348673296,178.70847175165983,181.12511293473003,73888750,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-20,178.36794531159507,179.54172373772684,177.09514171013322,179.09395477231493,49427512,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-23,178.94959248886903,180.16369756938553,178.45143650046626,179.72098246721532,118942735,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-24,179.5365801697698,181.7229912909968,179.01126490399588,181.3972356030041,59067082,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-25,184.82372375292624,186.8067240015182,183.4996557940575,185.39069738638767,64694265,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-26,190.36914389098678,192.56160667845015,190.23558539324765,191.21842231840233,80229994,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-27,191.10915218948253,193.23554338361308,190.2805117682084,192.04724118495432,93790435,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-09-30,188.8328686312882,190.8928910746934,188.0837226307341,190.06816494489058,80422153,0.0,0.0,2024,9,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-01,184.4244046239058,186.5909234651446,183.35822714649595,185.80407238342798,80411131,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-02,185.09956034433966,187.18113924077116,184.77081196413042,186.33949530811566,86611547,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-03,184.08744011565966,185.56480833650292,183.05177707854645,184.713613117495,108615719,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-04,183.01739741605206,184.5912869157124,182.38996980502725,183.88289859713564,71608146,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-07,180.8933224218722,182.9431617650649,179.9271217324347,182.658704999016,106570433,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-08,180.92074017546557,182.6530526201992,180.76460716164368,182.37712322618324,102951310,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-09,183.03536011255713,185.9422332899425,182.2889420364988,184.50908368775853,116880510,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-10,183.31787593962218,185.5980238860701,182.48672468804685,184.82318082264922,103854410,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-11,182.86155662001255,185.94039888343912,182.46149965601558,184.50591114857184,59738004,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-14,181.84744092033804,182.76361127171438,181.55196780448728,182.43460364292022,101943798,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-15,178.0353251761126,179.96142092636742,177.67146115189536,179.0852377535115,98921857,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-16,176.80333078247233,178.503426090057,176.22153327318364,178.11262193536484,63160119,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-17,176.9973721087822,178.45951528230543,176.76183789975525,178.0050568337282,94237748,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-18,179.7741983509572,181.68299307115362,178.34795063693574,181.54091666088797,60237547,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
2024-10-21,180.5776069409528,182.06800033887004,179.91061525485864,181.80146570383374,81847239,0.0,0.0,2024,10,0,0,391035000000.0,93736000000.0,106629000000.0,56950000000.0
